sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.X7.A8M7.01A	0.05	0.00729	1	2	2.02	2	0.00729	0	0.00546	0.00364
TCGA.X7.A8M8.01A	0.63	0.404	0	2	2	2	0.202	0.202	0	0
TCGA.XH.A853.01A	0.11	0.24	0.886	2	2.03	2	0.149	0.0911	0.158	0.0328
TCGA.XM.A8R8.01A	0.13	0.00165	1	2	2	2	0	0.00165	0	0.00165
TCGA.XM.A8R9.01A	0.85	0.23	0	2	2	2	0.11	0.119	0	0
TCGA.XM.A8RB.01A	0.11	0.107	0.787	2	2.02	2	0.0667	0.0404	0.0439	0.0193
TCGA.XM.A8RC.01A	0.14	0.175	0.6	2	1.94	1.99	0.0518	0.124	0.0651	0.02
TCGA.XM.A8RD.01A	0.13	0.0867	0.733	2	1.98	2	0.027	0.0597	0.052	0.00771
TCGA.XM.A8RE.01A	0.14	0.153	0.383	2	1.9	1.99	0.0408	0.113	0.0424	0.00653
TCGA.XM.A8RF.01A	0.73	0.256	0.0145	2	1.99	1.99	0.126	0.13	0.00185	0
TCGA.XM.A8RG.01A	0.93	0.246	0.129	2	1.95	1.95	0.117	0.129	0.0317	0
TCGA.XM.A8RH.01A	0.63	0.0471	0	2	2	2	0.018	0.0291	0	0
TCGA.XM.A8RI.01A	0.73	0.322	0	2	2	2	0.111	0.211	0	0
TCGA.XM.A8RL.01A	0.61	0.0045	0	2	2	2	0	0.0045	0	0
TCGA.XM.AAZ1.01A	0.1	0.263	0.947	2	2.04	2	0.0801	0.183	0.148	0.047
TCGA.XU.A92O.01A	0.66	0.385	0	2	2	2	0.175	0.21	0	0
TCGA.XU.A92Q.01A	0.94	0.00982	0	2	2	2	0	0.00982	0	0
TCGA.XU.A92R.01A	0.11	0.149	0.827	2	2	2	0.0624	0.0862	0.0679	0.0294
TCGA.XU.A92T.01A	0.95	0.0565	0	2	2	2	0.0312	0.0253	0	0
TCGA.XU.A92U.01A	0.73	0.0886	0	2	2	2	0.0644	0.0242	0	0
TCGA.XU.A92V.01A	0.41	0.521	0	2	2.01	2	0.29	0.231	0	0
TCGA.XU.A92W.01A	0.14	0.141	0.514	2	2.02	2	0.0667	0.0743	0.0248	0.021
TCGA.XU.A92X.01A	0.18	0.317	0.531	2	1.91	1.98	0.147	0.17	0.081	0.0512
TCGA.XU.A92Y.01A	0.97	0.0111	0.143	2	2	2	0.00317	0.00792	0	0.00158
TCGA.XU.A92Z.01A	0.55	0.24	0	2	1.97	1.98	0.0695	0.17	0	0
TCGA.XU.A930.01A	0.86	0.141	0.179	2	2.07	2.06	0.107	0.0344	0	0.00181
TCGA.XU.A931.01A	0.62	0.325	0.218	2	2.15	2.09	0.217	0.108	0.0197	0
TCGA.XU.A932.01A	0.12	0.12	0.867	2	2.01	2	0.0518	0.0677	0.0299	0.0598
TCGA.XU.A933.01A	0.78	0.164	0.101	2	1.99	1.99	0.0277	0.137	0.0166	0
TCGA.XU.A936.01A	0.48	0.662	0.387	4	3.84	3.93	0.202	0.46	0	0
TCGA.XU.AAXW.01A	0.72	0.0427	0	2	2	2	0.00583	0.0369	0	0
TCGA.XU.AAXX.01A	0.13	0.0506	0.679	2	1.99	2	0.0127	0.038	0.0289	0.00181
TCGA.XU.AAXY.01A	0.08	0.11	1	2	2.02	2	0.0499	0.0599	0.0739	0.0299
TCGA.XU.AAXZ.01A	0.78	0.127	0	2	2	2	0.0598	0.0676	0	0
TCGA.XU.AAY0.01A	0.91	0.0884	0.0208	2	2	2	0.0718	0.0166	0	0.00184
TCGA.XU.AAY1.01A	0.12	0.246	0.824	2	1.99	2	0.124	0.122	0.118	0.047
TCGA.YT.A95D.01A	0.51	0.393	0.0302	2	1.96	1.98	0.178	0.215	0.0119	0
TCGA.YT.A95E.01A	0.75	0.101	0	2	2	2	0.061	0.04	0	0
TCGA.YT.A95F.01A	0.71	0.336	0	2	2	2	0.173	0.163	0	0
TCGA.YT.A95G.01A	0.14	0.368	0.687	2	2.25	2.03	0.186	0.182	0.134	0.00929
TCGA.YT.A95H.01A	0.17	0.19	0.353	2	2.01	2	0.121	0.0689	0.0112	0.0186
TCGA.ZB.A961.01A	0.46	0.354	0.184	2	1.9	1.96	0.149	0.206	0.0337	0
TCGA.ZB.A962.01A	0.94	0.124	0.0267	2	1.99	1.99	0.0497	0.0745	0.00331	0
TCGA.ZB.A963.01A	0.53	0.00472	0	2	2	2	0	0.00472	0	0
TCGA.ZB.A964.01A	0.66	0.311	0	2	2	2	0.18	0.132	0	0
TCGA.ZB.A965.01A	0.05	0.56	0.238	2	1.6	1.98	0.00164	0.558	0.0952	0.0739
TCGA.ZB.A966.01A	0.61	0.221	0.172	2	2	2	0.115	0.107	0.00573	0
TCGA.ZB.A969.01A	0.9	0.268	0.22	2	1.91	1.92	0.0873	0.18	0.0588	0
TCGA.ZB.A96A.01A	0.67	0.212	0	2	2.01	2	0.146	0.0661	0	0
TCGA.ZB.A96B.01A	0.7	0.125	0	2	2	2	0.0604	0.0641	0	0
TCGA.ZB.A96C.01A	0.8	0.255	0	2	1.99	1.99	0.139	0.117	0	0
TCGA.ZB.A96D.01A	0.13	0.0336	0.619	2	2	2	0.0144	0.0192	0.0112	0.0064
TCGA.ZB.A96E.01A	0.18	0.101	0.0588	2	2.02	2	0.101	0	0	0.00198
TCGA.ZB.A96F.01A	0.17	0.444	0.231	2	2.04	2.01	0.0664	0.378	0.0133	0.0493
TCGA.ZB.A96G.01A	0.71	0.143	0	2	2	2	0.0833	0.0595	0	0
TCGA.ZB.A96H.01A	0.88	0.269	0.00699	2	2	2	0.149	0.121	0.00188	0
TCGA.ZB.A96I.01A	0.64	0.233	0.0758	2	1.87	1.92	0.0601	0.173	0.0141	0
TCGA.ZB.A96K.01A	0.15	0.174	0.554	2	2	2	0.0967	0.0777	0.0432	0.0276
TCGA.ZB.A96L.01A	0.81	0.202	0.024	2	1.98	1.98	0.0922	0.11	0.00485	0
TCGA.ZB.A96M.01A	0.72	0.0901	0	2	2	2	0.0432	0.0469	0	0
TCGA.ZB.A96O.01A	0.69	0.185	0	2	2	2	0.0741	0.111	0	0
TCGA.ZB.A96P.01A	0.05	0	NaN	2	2	2	0	0	0	0
TCGA.ZB.A96Q.01A	0.07	0.37	0.989	2	2.06	2	0.211	0.159	0.195	0.185
TCGA.ZB.A96R.01A	0.91	0.149	0	2	2	2	0.0497	0.0994	0	0
TCGA.ZB.A96V.01A	0.44	0.254	0.208	2	2.11	2.05	0.158	0.0953	0.0243	0
TCGA.ZC.AAA7.01A	0.54	0.398	0.459	2	1.98	1.99	0.123	0.275	0.0615	0.0346
TCGA.ZC.AAAA.01A	0.77	0.523	0	2	1.99	1.99	0.242	0.28	0	0
TCGA.ZC.AAAF.01A	0.71	0.421	0	2	1.99	2	0.182	0.239	0	0
TCGA.ZC.AAAH.01A	0.83	0.0283	0	2	2	2	0.0133	0.015	0	0
TCGA.ZL.A9V6.01A	0.18	0.00172	0	2	2	2	0.00172	0	0	0
TCGA.ZT.A8OM.01A	0.83	0.365	0	2	2	2	0.198	0.167	0	0
