sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.2G.AAGZ.01A	0.19	0.204	0.505	2	2.18	2.03	0.124	0.08	0.0324	0.0286
TCGA.2G.AAH0.01A	0.52	0.522	0.573	4	4.16	4.09	0.203	0.319	0	0
TCGA.2G.AAH2.01A	0.85	0.748	0.505	6	5.37	5.46	0.15	0.598	0	0
TCGA.2G.AAH3.01A	0.75	0.333	0.0209	2	1.91	1.93	0.0889	0.244	0.00523	0.00174
TCGA.2G.AAH4.01A	0.84	0.429	0.0772	2	1.89	1.91	0.12	0.308	0.0244	0
TCGA.2G.AAH8.01A	0.85	0.592	0.365	4	3.9	3.92	0.183	0.408	0	0
TCGA.2G.AAHA.01A	0.51	0.469	0.622	4	3.61	3.8	0.0656	0.403	0	0
TCGA.2G.AAHC.01A	0.33	0.509	0.3	2	2.26	2.08	0.386	0.123	0	0
TCGA.2G.AAHG.01A	0.83	0.783	0.272	4	3.24	3.37	0.0266	0.757	0	0
TCGA.2G.AAHL.01A	0.67	0.383	0.347	2	2.21	2.14	0.333	0.0501	0	0.0782
TCGA.2G.AAHN.01A	0.36	0.393	0.322	4	3.92	3.97	0.0697	0.323	0	0.0055
TCGA.2G.AAHP.01A	0.9	0.557	0.133	2	1.68	1.71	0.0166	0.54	0.0649	0
TCGA.2G.AAHT.01A	0.62	0.444	0.148	2	1.99	2	0.186	0.258	0	0.0457
TCGA.2G.AAKD.01A	0.66	0.449	0.0336	2	1.95	1.96	0.142	0.308	0.00377	0.00943
TCGA.2G.AAKG.01A	0.67	0.453	0.17	4	3.72	3.81	0.0771	0.376	0	0
TCGA.2G.AAKH.01A	0.58	0.308	0.11	2	2.04	2.03	0.148	0.16	0	0.0274
TCGA.2G.AAKL.01A	0.69	0.666	0.11	2	2.03	2.02	0.259	0.407	0	0.0375
TCGA.2G.AAKM.01A	0.78	0.627	0.134	2	1.96	1.97	0.262	0.365	0.0206	0.0562
TCGA.2G.AAKO.01A	0.14	0.178	0.532	2	1.97	2	0.0523	0.126	0.0392	0.0376
TCGA.2G.AAL5.01A	0.93	0.819	0.375	6	5.37	5.41	0.204	0.615	0	0
TCGA.2G.AAL7.01A	0.65	0.615	0.0929	2	2.22	2.14	0.377	0.239	0	0.00197
TCGA.2G.AALF.01A	0.75	0.464	0.228	4	3.8	3.85	0.101	0.363	0	0
TCGA.2G.AALG.01A	0.68	0.312	0.215	2	2.04	2.02	0.109	0.203	0	0.0599
TCGA.2G.AALN.01A	0.76	0.598	0.129	2	1.87	1.9	0.196	0.402	0.0623	0.00566
TCGA.2G.AALO.01A	0.87	0.677	0.0323	2	1.69	1.73	0.0764	0.601	0.0218	0
TCGA.2G.AALP.01A	0.89	0.652	0.236	4	3.35	3.42	0.0339	0.618	0	0.00714
TCGA.2G.AALQ.01A	0.84	0.957	0.581	4	3.13	3.27	0.0294	0.928	0	0
TCGA.2G.AALR.01A	0.96	0.625	0.288	2	2.34	2.33	0.385	0.24	0.00195	0.082
TCGA.2G.AALS.01A	0.34	0.475	0.235	2	2.14	2.05	0.327	0.148	0	0.0165
TCGA.2G.AALT.01A	0.76	0.549	0.363	6	5.7	5.77	0.173	0.376	0	0
TCGA.2G.AALW.01A	0.89	0.375	0	2	2.01	2.01	0.157	0.218	0	0
TCGA.2G.AALX.01A	0.85	0.76	0.208	2	2.25	2.22	0.396	0.363	0	0.158
TCGA.2G.AALY.01A	0.75	0.425	0.0216	2	1.94	1.96	0.145	0.28	0.00366	0
TCGA.2G.AALZ.01A	0.3	0.481	0.413	2	2.09	2.03	0.328	0.152	0.0223	0.013
TCGA.2G.AAM2.01A	0.85	0.66	0.46	6	5.36	5.45	0.165	0.494	0	0
TCGA.2G.AAM3.01A	0.9	0.859	0.282	6	4.91	5.02	0.0235	0.836	0	0
TCGA.2G.AAM4.01A	0.9	0.455	0.165	2	2.03	2.03	0.155	0.3	0	0.0607
TCGA.2X.A9D5.01A	0.5	0.597	0.0464	2	2.02	2.01	0.391	0.206	0	0.0138
TCGA.2X.A9D6.01A	0.43	0.52	0.771	4	3.69	3.87	0.0549	0.465	0	0
TCGA.4K.AA1G.01A	0.76	0.527	0.433	4	4.23	4.18	0.281	0.246	0	0
TCGA.4K.AA1H.01A	0.99	0.188	0	2	2	2	0.0709	0.117	0	0
TCGA.4K.AA1I.01A	0.15	0.264	0.277	2	1.96	1.99	0.141	0.123	0.0392	0.0187
TCGA.4K.AAAL.01A	0.5	0.57	0.401	4	4.47	4.24	0.35	0.22	0	0
TCGA.S6.A8JW.01A	0.72	0.572	0.508	4	3.8	3.86	0.171	0.401	0	0
TCGA.S6.A8JX.01A	0.71	0.693	0.21	4	3.68	3.77	0.142	0.551	0	0
TCGA.S6.A8JY.01A	0.82	0.803	0.305	4	3.16	3.31	0.0405	0.763	0	0
TCGA.SB.A6J6.01A	0.5	0.317	0.38	4	4.12	4.06	0.176	0.141	0	0
TCGA.SB.A76C.01A	0.75	0.472	0.028	2	1.83	1.87	0.0512	0.421	0.0066	0.00165
TCGA.SN.A6IS.01A	0.54	0.679	0.429	4	4.09	4.05	0.419	0.26	0	0
TCGA.SN.A84W.01A	0.91	0.599	0.0641	4	3.53	3.57	0.143	0.455	0	0.0122
TCGA.SN.A84X.01A	0.77	0.532	0.107	2	2.32	2.25	0.348	0.184	0	0.0209
TCGA.SN.A84Y.01A	0.8	0.8	0.157	2	2.16	2.12	0.418	0.383	0	0.0795
TCGA.SO.A8JP.01A	0.89	0.771	0.126	4	3.63	3.67	0.2	0.571	0	0
TCGA.VF.A8A8.01A	0.89	0.858	0.182	4	4.03	4.03	0.303	0.554	0	0
TCGA.VF.A8A9.01A	0.36	0.468	0.111	4	4.06	4.02	0.184	0.284	0	0.00186
TCGA.VF.A8AA.01A	0.18	0.152	0.234	2	1.92	1.99	0.00484	0.147	0.0258	0.00968
TCGA.VF.A8AB.01A	0.99	0.215	0.0213	2	2.03	2.03	0.147	0.0687	0	0
TCGA.VF.A8AC.01A	0.41	0.387	0.735	4	3.92	3.97	0.0892	0.298	0	0
TCGA.VF.A8AD.01A	0.48	0.588	0.318	4	3.98	3.99	0.253	0.335	0	0
TCGA.VF.A8AE.01A	0.16	0.482	0.521	2	1.98	2	0.235	0.247	0.065	0.148
TCGA.W4.A7U2.01A	0.71	0.331	0.0745	2	1.92	1.94	0.1	0.231	0	0.0106
TCGA.W4.A7U3.01A	0.84	0.519	0.0245	2	1.95	1.96	0.183	0.336	0	0
TCGA.W4.A7U4.01A	0.76	0.432	0.241	2	2.16	2.12	0.254	0.178	0	0.03
TCGA.WZ.A7V3.01A	0.58	0.717	0.192	2	2.33	2.19	0.507	0.21	0.00583	0.0408
TCGA.WZ.A7V4.01A	0.15	0.49	0.457	2	1.91	1.99	0.218	0.272	0.132	0.0421
TCGA.WZ.A7V5.01A	0.38	0.506	0.347	2	2.17	2.07	0.296	0.209	0.00189	0.0283
TCGA.WZ.A8D5.01A	0.22	0.254	0.356	2	2.12	2.03	0.112	0.141	0.0494	0
TCGA.X3.A8G4.01A	0.68	0.539	0.325	4	4.35	4.24	0.325	0.214	0	0
TCGA.XE.A8H1.01A	0.52	0.335	0.04	2	2.07	2.04	0.184	0.151	0	0
TCGA.XE.A8H4.01A	0.32	0.47	0.112	2	2.03	2.01	0.235	0.235	0.00196	0
TCGA.XE.A8H5.01A	0.73	0.579	0.502	4	3.9	3.93	0.198	0.381	0	0
TCGA.XE.A9SE.01A	0.47	0.558	0.0655	4	4.34	4.16	0.379	0.178	0	0
TCGA.XE.AANI.01A	0.88	0.491	0.201	4	3.66	3.7	0.0677	0.424	0	0.00347
TCGA.XE.AANJ.01A	0.64	0.492	0.0712	2	2.02	2.01	0.206	0.285	0	0.0221
TCGA.XE.AANR.01A	0.71	0.553	0.109	6	5.79	5.85	0.307	0.246	0	0
TCGA.XE.AANV.01A	0.58	0.412	0.0112	2	1.97	1.98	0.0615	0.351	0.00308	0
TCGA.XE.AAO3.01A	0.67	0.481	0.264	4	3.86	3.9	0.129	0.352	0	0
TCGA.XE.AAO4.01A	0.47	0.375	0.306	4	4.06	4.03	0.166	0.209	0	0
TCGA.XE.AAO6.01A	0.76	0.363	0.0518	2	1.83	1.87	0.0361	0.327	0.00434	0
TCGA.XE.AAOB.01A	0.44	0.704	0.0749	2	2.19	2.09	0.56	0.144	0	0.0365
TCGA.XE.AAOC.01A	0.92	0.669	0.0222	2	1.61	1.64	0.0163	0.652	0.0134	0
TCGA.XE.AAOD.01A	0.23	0.22	0.336	2	2.11	2.02	0.117	0.103	0.0144	0.0217
TCGA.XE.AAOF.01A	0.49	0.538	0.00356	2	2.04	2.02	0.385	0.153	0	0
TCGA.XE.AAOJ.01A	0.91	0.629	0.357	6	5.77	5.79	0.237	0.392	0	0
TCGA.XE.AAOL.01A	0.88	0.491	0.303	2	2.06	2.05	0.202	0.289	0.00283	0.0665
TCGA.XY.A89B.01A	0.45	0.383	0.0429	2	2.08	2.03	0.302	0.0801	0	0.00364
TCGA.XY.A8S2.01A	0.75	0.909	0.0405	2	2.24	2.18	0.496	0.413	0	0.0291
TCGA.XY.A8S3.01B	0.87	0.585	0.0212	2	1.81	1.84	0.109	0.476	0.00138	0.00413
TCGA.XY.A9T9.01A	0.42	0.493	0.201	2	2.23	2.1	0.399	0.0939	0	0.00181
TCGA.YU.A90P.01A	0.58	0.684	0.124	2	2.37	2.22	0.431	0.252	0	0
TCGA.YU.A90Q.01A	0.88	0.409	0.0827	2	1.83	1.85	0.0206	0.388	0.0338	0
TCGA.YU.A90S.01A	0.97	0.00578	0.25	2	2	2	0.00289	0.00289	0	0.00145
TCGA.YU.A90W.01A	0.76	0.396	0.583	4	4.05	4.04	0.159	0.237	0	0
TCGA.YU.A90Y.01A	0.62	0.29	0.244	2	2.08	2.05	0.137	0.153	0	0.0484
TCGA.YU.A912.01A	0.67	0.793	0.143	2	2.67	2.45	0.587	0.205	0.018	0.0018
TCGA.YU.A94D.01A	0.76	0.611	0.0833	2	2.16	2.12	0.281	0.33	0	0
TCGA.YU.A94I.01A	0.91	0.792	0.436	6	5.11	5.19	0.162	0.63	0	0
TCGA.YU.AA61.01A	0.66	0.595	0.0345	2	2.06	2.04	0.375	0.22	0.00187	0
TCGA.ZM.AA05.01A	0.21	0.235	0.5	2	1.78	1.95	0.0322	0.203	0.101	0
TCGA.ZM.AA06.01A	0.64	0.337	0.26	2	2.09	2.06	0.188	0.149	0	0.0469
TCGA.ZM.AA0B.01A	0.57	0.399	0.028	2	2.04	2.02	0.188	0.211	0	0.00187
TCGA.ZM.AA0D.01A	0.15	0.119	0.616	2	2.02	2	0.0422	0.0763	0.0211	0.039
TCGA.ZM.AA0E.01A	0.32	0.69	0.388	4	4.13	4.04	0.335	0.355	0	0.015
TCGA.ZM.AA0F.01A	0.19	0.29	0.32	2	1.83	1.97	0.0189	0.271	0.0265	0.0284
TCGA.ZM.AA0H.01A	0.16	0.159	0.468	2	1.98	2	0.0202	0.138	0.0573	0.0118
TCGA.ZM.AA0N.01A	0.23	0.248	0.555	2	2.34	2.08	0.117	0.131	0.0595	0
