sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.V4.A9EW.01A	0.67	0.343	0.0543	2	2.01	2.01	0.172	0.171	0.00155	0
TCGA.V4.A9EX.01A	0.85	0.365	0.0343	2	2.06	2.05	0.188	0.177	0	0
TCGA.V4.A9EY.01A	0.11	0.228	0.893	2	2.05	2.01	0.0953	0.133	0.129	0.0224
TCGA.V4.A9EZ.01A	0.9	0.319	0.0276	2	1.85	1.87	0.107	0.211	0.00176	0.00176
TCGA.V4.A9F0.01A	0.95	0.173	0.257	4	3.91	3.92	0.0702	0.102	0	0
TCGA.V4.A9F1.01A	0.92	0.239	0.195	2	1.91	1.92	0.0575	0.181	0.0413	0
TCGA.V4.A9F2.01A	0.47	0.538	0.103	2	2.73	2.34	0.458	0.0794	0	0
TCGA.V4.A9F3.01A	0.7	0.369	0.127	2	1.94	1.96	0.101	0.269	0.0347	0
TCGA.V4.A9F4.01A	0.88	0.265	0.0881	2	2.05	2.04	0.111	0.153	0	0
TCGA.V4.A9F5.01A	0.98	0.118	0	2	2.12	2.12	0.085	0.0325	0	0
TCGA.V4.A9F7.01A	0.84	0.135	0.0886	2	2.02	2.02	0.0598	0.0752	0	0.00513
TCGA.V4.A9F8.01A	0.76	0.0982	0.204	2	1.99	1.99	0.0441	0.0541	0	0
TCGA.VD.A8K7.01B	0.55	0.543	0.0535	2	2.09	2.05	0.263	0.279	0	0
TCGA.VD.A8K8.01A	0.96	0.129	0.0789	2	2.02	2.02	0.0558	0.0728	0.0102	0
TCGA.VD.A8K9.01A	0.5	0.306	0.193	2	2.29	2.15	0.192	0.114	0	0
TCGA.VD.A8KA.01B	0.84	0.145	0.337	2	2.09	2.07	0.0818	0.0636	0.00182	0
TCGA.VD.A8KD.01A	0.79	0.306	0.214	2	1.98	1.98	0.152	0.154	0.0328	0
TCGA.VD.A8KE.01A	0.56	0.2	0.191	2	2.19	2.11	0.151	0.0492	0	0
TCGA.VD.A8KF.01A	0.8	0.131	0.585	2	2.1	2.08	0.0962	0.0353	0	0
TCGA.VD.A8KG.01A	0.2	0.207	0.188	2	2.84	2.17	0.164	0.043	0.0082	0.00205
TCGA.VD.A8KH.01A	0.96	0.174	0.043	2	1.92	1.92	0.0506	0.124	0.00749	0
TCGA.VD.A8KI.01A	0.94	0.261	0.399	2	2	2	0.108	0.153	0.0852	0
TCGA.VD.A8KJ.01A	0.89	0.146	0.384	2	2.08	2.07	0.0898	0.056	0.00147	0
TCGA.VD.A8KK.01A	0.96	0.132	0	2	2.02	2.02	0.0622	0.0695	0	0
TCGA.VD.A8KL.01A	0.97	0.191	0.226	4	4.02	4.02	0.0769	0.114	0	0
TCGA.VD.A8KN.01A	0.97	0.0997	0.583	2	2.01	2.01	0.0365	0.0631	0.0365	0
TCGA.VD.A8KO.01A	0.6	0.101	0.2	2	2.08	2.05	0.0731	0.0274	0	0
TCGA.VD.AA8M.01A	0.9	0.316	0	2	1.99	1.99	0.108	0.208	0	0
TCGA.VD.AA8N.01A	0.86	0.236	0.383	2	1.9	1.92	0.0385	0.198	0.0586	0
TCGA.VD.AA8O.01A	0.95	0.766	0.264	4	2.9	2.95	0.0218	0.745	0	0
TCGA.VD.AA8P.01A	0.93	0.486	0.0592	2	1.95	1.95	0.206	0.279	0.0254	0
TCGA.VD.AA8Q.01A	0.79	0.0526	0.556	2	2.02	2.02	0.0351	0.0175	0.0039	0
TCGA.VD.AA8R.01A	0.14	0.178	0.544	2	2.02	2	0.112	0.0655	0.031	0.031
TCGA.VD.AA8S.01B	0.24	0.361	0.614	2	3.22	2.29	0.305	0.0558	0.00493	0
TCGA.VD.AA8T.01A	0.83	0.235	0.139	2	2.06	2.05	0.145	0.09	0	0
TCGA.WC.A87T.01A	0.9	0.214	0.0342	2	1.99	1.99	0.0876	0.126	0.0073	0
TCGA.WC.A87U.01A	0.61	0.0399	0.5	2	2.04	2.02	0.0283	0.0116	0	0
TCGA.WC.A87W.01A	0.95	0.149	0.205	2	1.96	1.96	0.0694	0.0796	0.0306	0
TCGA.WC.A87Y.01A	0.7	0.124	0.32	2	1.99	2	0.0395	0.084	0.0148	0
TCGA.WC.A880.01A	0.61	0.0334	0.5	2	2.02	2.01	0.0195	0.0139	0	0
TCGA.WC.A881.01A	0.96	0.185	0.333	2	2.01	2.01	0.0896	0.0949	0.0545	0
TCGA.WC.A882.01A	0.72	0.242	0	2	1.88	1.91	0.0484	0.194	0	0
TCGA.WC.A883.01A	0.95	0.338	0.267	2	2.02	2.02	0.142	0.196	0.0864	0
TCGA.WC.A884.01A	0.79	0.149	0.0533	2	2.04	2.03	0.0792	0.0693	0	0
TCGA.WC.A885.01A	0.09	0.32	0.788	2	2.68	2.06	0.175	0.146	0.2	0.0233
TCGA.WC.A888.01A	0.26	0.142	0.209	2	1.96	1.99	0.0497	0.0927	0.00166	0
TCGA.WC.A88A.01A	0.97	0.31	0.0382	2	2.07	2.07	0.148	0.162	0.00791	0
TCGA.WC.AA9A.01A	0.55	0.0735	0.878	2	2.12	2.07	0.0681	0.00538	0	0
TCGA.WC.AA9E.01A	0.94	0.348	0.293	2	1.95	1.95	0.134	0.214	0.0787	0
TCGA.YZ.A980.01A	0.43	0.26	0.254	2	1.96	1.98	0.148	0.112	0.0384	0
TCGA.YZ.A982.01A	0.27	0.204	0.233	2	1.78	1.94	0.0363	0.168	0.0112	0
TCGA.YZ.A983.01A	0.23	0.0266	0.875	2	2.1	2.02	0.0233	0.00332	0.00166	0
TCGA.YZ.A984.01A	0.94	0.193	0.397	2	1.91	1.92	0.0383	0.155	0.0767	0
TCGA.YZ.A985.01A	0.83	0.0435	0	2	2	2	0.00952	0.034	0	0
